City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
147,bria,6.5423,21.9863,28.16,78,57,1.7,CF,1724771746
148,ca mau,9.1769,105.15,26.02,88,99,1.4,VN,1724771748
149,upata,8.0086,-62.3989,31.67,48,41,1.15,VE,1724771749
150,east ballina,-28.8667,153.5833,19.23,88,1,2.61,AU,1724771750
151,puerto ayora,-0.7393,-90.3518,18.64,98,98,1.34,EC,1724771751
152,port douglas,-16.4833,145.4667,22.61,79,57,6.58,AU,1724771752
153,enewetak,11.3474,162.3373,28.87,77,100,7.9,MH,1724771753
154,cidade velha,14.9167,-23.6167,28.26,74,75,4.12,CV,1724771754
155,mugia,43.1041,-9.2179,21.06,72,3,3.66,ES,1724771756
156,kittila,67.6647,24.8936,16.08,44,0,8.75,FI,1724771757
157,zhangjiakou shi xuanhua qu,40.6103,115.0447,19.5,71,7,1.51,CN,1724771758
158,rongelap,11.1635,166.8941,28.48,82,100,9.07,MH,1724771759
159,tabou,4.423,-7.3528,23.56,88,100,5.16,CI,1724771760
160,whitehorse,60.7161,-135.0538,5.17,80,31,4.47,CA,1724771761
161,kita,13.0349,-9.4895,30.41,70,99,4.43,ML,1724771762
162,ma'rib,15.4591,45.3253,29.52,37,30,9.24,YE,1724771763
163,borodulikha,50.7184,80.9295,16.48,57,83,3.68,KZ,1724771765
164,port lincoln,-34.7333,135.8667,14.57,69,33,11.81,AU,1724771766
165,sao felix do xingu,-6.6447,-51.995,38.08,18,72,2.37,BR,1724771767
166,tsiombe,-25.3,45.4833,22.84,62,0,3.15,MG,1724771768
167,cooper's town,26.8667,-77.5167,28.65,76,3,5.8,BS,1724771769
168,larisa,39.6372,22.4203,29.94,35,20,5.14,GR,1724771770
169,petropavlovsk-kamchatsky,53.0452,158.6483,10.91,91,100,2.38,RU,1724771771
170,sungai penuh,-2.0833,101.3833,18.68,96,100,0.82,ID,1724771772
171,fort st. john,56.2499,-120.8529,11.87,93,100,2.33,CA,1724771514
172,olinda,-8.0089,-34.8553,26.85,69,75,4.12,BR,1724771775
173,udachny,66.4167,112.4,9.42,70,89,0.94,RU,1724771776
174,comodoro rivadavia,-45.8667,-67.5,10.92,43,0,6.69,AR,1724771717
175,fortuna,40.5982,-124.1573,14.96,96,75,0.0,US,1724771778
176,vitry-le-francois,48.7333,4.5833,26.23,46,95,4.04,FR,1724771779
177,placido de castro,-10.3353,-67.1856,32.9,22,0,0.87,BR,1724771780
178,vilyuchinsk,52.9306,158.4028,12.2,88,100,2.04,RU,1724771781
179,stanley,54.868,-1.6985,17.01,81,40,4.12,GB,1724771784
180,longfeng,46.55,125.1167,18.97,71,38,2.51,CN,1724771785
181,howrah,22.5892,88.3103,28.0,89,40,0.0,IN,1724771786
182,mount pearl,47.5166,-52.7813,17.4,93,100,3.6,CA,1724771787
183,labrador city,52.9463,-66.9114,20.66,63,99,12.52,CA,1724771713
184,lata,40.1629,-8.3327,29.72,36,0,4.6,PT,1724771789
185,selfoss,63.9331,-20.9971,15.02,64,97,1.4,IS,1724771790
186,urmary,55.6789,47.944,23.64,55,4,1.12,RU,1724771792
187,shawano,44.7822,-88.609,28.13,81,92,2.37,US,1724771793
188,holualoa,19.6228,-155.9522,20.91,88,20,2.06,US,1724771794
189,qashyr,53.0675,76.1036,16.77,55,100,2.63,KZ,1724771795
190,cidreira,-30.1811,-50.2056,16.12,68,7,2.05,BR,1724771796
191,lensk,60.7253,114.9278,11.38,95,42,1.23,RU,1724771797
192,dalnegorsk,44.5604,135.5701,13.72,97,32,2.2,RU,1724771798
193,port mathurin,-19.6833,63.4167,21.26,66,87,12.78,MU,1724771800
194,bilajer,40.5681,50.0378,27.9,54,0,5.14,AZ,1724771801
195,college,64.8569,-147.8028,8.99,84,75,3.09,US,1724771802
196,munderkingen,48.2357,9.644,24.71,79,25,5.24,DE,1724771804
197,villa yapacani,-17.4,-63.8333,27.92,21,0,1.46,BO,1724771805
198,galliano,29.4422,-90.2992,30.6,62,99,3.33,US,1724771806
199,arkhangel'sk,64.5401,40.5433,21.06,52,75,6.0,RU,1724771664
200,banda aceh,5.5577,95.3222,26.87,71,100,6.26,ID,1724771809
201,plakhtiyivka,46.1006,29.7217,28.14,35,87,3.01,UA,1724771810
202,cody,44.5263,-109.0565,17.92,58,0,4.02,US,1724771811
203,chernyshevskiy,63.0128,112.4714,8.09,95,100,4.7,RU,1724771812
204,sungho 1-tong,38.9914,125.9778,21.73,88,0,1.54,KP,1724771813
205,port alfred,-33.5906,26.891,21.77,60,0,0.89,ZA,1724771814
206,egilsstadir,65.2653,-14.3948,9.95,87,75,5.66,IS,1724771815
207,jianshui,23.6363,102.8264,20.47,86,1,0.44,CN,1724771817
208,saint john,45.2727,-66.0677,22.07,64,8,3.58,CA,1724771626
209,cravinhos,-21.3403,-47.7294,23.4,18,0,1.34,BR,1724771819
210,kone,-21.0595,164.8658,18.12,86,41,2.68,NC,1724771820
211,guerrero negro,27.9769,-114.0611,21.87,74,4,4.91,MX,1724771821
212,basciftlik,40.5469,37.1692,19.68,63,44,3.18,TR,1724771822
213,kasulu,-4.5767,30.1025,26.23,41,68,0.84,TZ,1724771823
214,yarmouth,41.7057,-70.2286,24.52,83,0,2.24,US,1724771824
215,tbeng meanchey,13.8167,104.9667,24.91,93,15,1.4,KH,1724771826
216,dingwall,57.5953,-4.4272,19.99,83,97,3.47,GB,1724771827
217,prince george,53.9166,-122.753,9.69,93,100,3.6,CA,1724771828
218,lewiston orchards,46.3804,-116.9754,21.59,43,91,0.97,US,1724771829
219,narasannapeta,18.4167,84.05,27.92,80,100,1.49,IN,1724771830
220,manokwari,-0.8667,134.0833,25.97,84,76,1.83,ID,1724771831
221,simanggang,1.2472,111.4528,23.46,98,89,0.43,MY,1724771832
222,niafunke,15.9322,-3.9906,43.53,11,96,4.3,ML,1724771834
223,vorgashor,67.5833,63.95,16.21,61,96,2.79,RU,1724771836
224,sabang,5.8933,95.3214,28.48,69,100,9.48,ID,1724771837
225,tannum sands,-23.9504,151.3693,17.94,94,3,0.0,AU,1724771838
226,sinop,41.7711,34.8709,20.93,85,50,2.74,TR,1724771839
227,flying fish cove,-10.4217,105.6791,24.82,83,75,6.69,CX,1724771840
